,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,nname,nzip,snum,rating,lat,lon,stnum
7843,Howard Johnson Hotel,"Prasad, Inc. of Tampa",2520 N. 50th St.,Tampa,FL,33619.0,howard johnson hotel,33619,2520,0.0,-82.4018622254,27.9651514527,2520.0
7844,Clark & Moore Security,"Clark and Moore Security Service, Inc.","8428 New Kings Road, North",Jacksonville,FL,32219.0,clark & moore security,32219,8428,2.0,-81.7424114149,30.4028875769,8428.0
7845,"Sheila A. Williams, FLC",Sheila A. Williams,122 Gilmore Street,Hastings,FL,32145.0,sheila a williams flc,32145,122,2.0,-81.5101141065,29.7193303891,101.0
7846,Lee County School System Transportation,Lee County School District,2055 Central Ave,Fort Myers,FL,33901.0,lee county school system transportation,33901,2055,0.0,-81.864361996,26.638740677,2055.0
7847,Wendy's,Florida Key's Quality Foods,5150 Overseas Hwy,Marathon,FL,33050.0,wendys,33050,5150,0.0,-81.0789546202,24.7154610591,5150.0
7848,Tropical Winds,"Tropical Winds, Inc.",4819 Tradewinds Dr.,Sanibel,FL,33957.0,tropical winds,33957,4819,0.0,-82.1415578592,26.4506840559,4819.0
7849,One Price Dry Cleaning,One Price Dry Cleaning,1850 Main St,Dunedin,FL,34698.0,one price dry cleaning,34698,1850,0.0,-82.7575928482,28.0195442393,1850.0
7850,Longboat Key Club,Key Club Associates Limited Partnership,442 Gulf of Mexico Drive,Longboat Key,FL,34228.0,longboat key club,34228,442,9.0,-82.6327104408,27.3757869723,3342.0
7851,Saintasia Elysee FLC,Saintasia Elysee FLC,3211 Hibiscus St.,Fort Pierce,FL,34947.0,saintasia elysee flc,34947,3211,15.0,-80.3565507413,27.4395164544,3211.0
7852,Nermar Supermarket,Nermar Inc.,2830 Collins Ave,Miami Beach,FL,33139.0,nermar supermarket,33139,2830,1.0,-80.1253583432,25.8046086448,2830.0
7853,5 JJJJJ,"Myla Foods, Inc.",7384 SW 40 Street,Miami,FL,33155.0,5 jjjjj,33155,7384,20.0,-80.314666013,25.7329750125,7384.0
7854,Metro Guard,"Metro Guard Protection Services, Inc.","435 Hialeah Dr, #7",Hialeah,FL,33010.0,metro guard,33010,435,0.0,-80.2726109209,25.823000953,435.0
7855,Star Supermarket # 5,"Acomed Enterprises, Inc.",10855 SW 72nd St Bay #33,Miami,FL,33173.0,star supermarket # 5,33173,10855,6.0,-80.3693452776,25.7010708854,10855.0
7856,CARMAX,"CARMAX Auto Superstores, Inc.",901 Towne Center Blvd.,Sanford,FL,32771.0,carmax,32771,901,7.0,-81.3390823199,28.7990981918,1201.0
7857,Space Coast Property Mgmt.,Space Coast Property Mgment. of Brevard Inc.,1617 Cooling Ave,Melbourne,FL,32901.0,space coast property mgmt,32901,1617,17.0,-80.6355225261,28.1331525613,1617.0
7858,"Craig A. Sater, DDS","Craig A. Sater, DDS, P.A.",780 West Ave,Cocoa,FL,32927.0,craig a sater dds,32927,780,11.0,-80.7675561374,28.472813383,780.0
7859,I HOP,"Karam, L.L.C.",4124 W. Colonial,Orlando,FL,32808.0,i hop,32808,4124,10.0,-81.4306511534,28.5526677509,4124.0
7860,Domino's Pizza,Team St. Pete Inc.,9270 College Parkway,Fort Myers,FL,33919.0,dominos pizza,33919,9270,9.0,-81.9082988715,26.5566882237,9270.0
7861,Dollar General,"Dolgencorp, Inc.",3853 Cleveland Ave.,Fort Myers,FL,33901.0,dollar general,33901,3853,0.0,-81.8718782388,26.605363472,3853.0
7862,ALF Quality Corp,International ALF Quality Corp.,8574 NW 70 Street,Miami,FL,33166.0,alf quality corp,33166,8574,25.0,-80.3364593145,25.8369881226,8574.0
7863,GM Mortgage,GM Mortgage Services Inc.,"5975 Sunset Drive, Suite 704",Miami,FL,33143.0,gm mortgage,33143,5975,6.0,-80.2906530051,25.7043602245,5975.0
7864,Valley Shore Farms,"Valley Shore Farms, Inc.",424 Dancy Ave. S.,Hastings,FL,32145.0,valley shore farms,32145,424,9.0,-81.5085784397,29.7066959712,428.0
7865,Escalante Hotel,UPi Property Management Group LLC,"290 5th Ave, S",Naples,FL,34102.0,escalante hotel,34102,290,0.0,-81.8032222809,26.1408102961,290.0
7866,A & G Cleaning and Staffing,A & G Cleaning and Staffing Inc.,102 E. New Haven Ave. #150,Melbourne,FL,32901.0,a & g cleaning and staffing,32901,102,26.0,-81.3044056065,29.0235360983,102.0
7867,NATIONAL SCHOOL OF TECHNOLOGY,"NATIONAL SCHOOL OF TECHNOLOGY, INC.","4410 W. 16 Ave, #52",Hialeah,FL,33012.0,national school of technology,33012,4410,20.0,-80.3148757677,25.8632446571,4410.0
7868,Clear Channel Outdoor,Clear Channel Outdoor,5800 NW 77 Ct,Miami,FL,33166.0,clear channel outdoor,33166,5800,25.0,-80.3236800947,25.8269624479,5800.0
7869,S A R Janitorial Services,"S.A.R Janitorial Services, Inc.",7428 Little Pond Ct,Orlando,FL,32810.0,s a r janitorial services,32810,7428,0.0,-81.469713165,28.6229390477,7428.0
7870,Car Towing,"C.A.R. Towing, Inc.",3075-3 Leon Rd.,Jacksonville,FL,32246.0,car towing,32246,3075-3,0.0,-81.5358203945,30.2909622322,3075.0
7871,"Balfour Beatty Rail Systems, Inc.","Balfour Beatty Rail Systems, Inc.",4390 Imeson Road,Jacksonville,FL,32219.0,balfour beatty rail systems inc,32219,4390,0.0,-81.7730541007,30.3769074351,4390.0
7872,First Coast Micro Guard,"First Coast Micro Guard, Inc",4856 Victor Street,Jacksonville,FL,32207.0,first coast micro guard,32207,4856,0.0,-81.6306111836,30.2710524258,4856.0
7873,American Media Inc,"American Media, Inc.",1000 American Media Way,Boca Raton,FL,33464.0,american media inc,33464,1000,85.0,-80.142787296,26.6307172433,6200.0
7874,"Toni's Sushi, Inc","Toni's Sushi, Inc",1208 Washington Ave,Miami Beach,FL,33139.0,tonis sushi inc,33139,1208,0.0,-80.1324008861,25.7830708865,1208.0
7875,"Salim Afridi, MD, PA","Salim Afridi, MD, PA",207 N Plant Ave.,Plant City,FL,33563.0,salim afridi md pa,33563,207,7.0,-82.1400916641,28.0170199041,257.0
7876,Microtel,"Leesburg Innkeepers, LLC, Jamm Hotels, LLC,",9700 US Hwy 441,Leesburg,FL,34788.0,microtel,34788,9700,30.0,-81.7972334096,28.8260413761,9700.0
7877,Coquina Key Health & Rehab,"Coquina Key Health Care Center, Inc.",435 42nd Ave. S,Saint Petersburg,FL,33705.0,coquina key health & rehab,33705,435,4.0,-82.6386889517,27.7304381356,435.0
7878,Mitchell's Sand Castles,Mitchell's Sand Castles,3951 W. Gulf Dr.,Sanibel,FL,33957.0,mitchells sand castles,33957,3951,0.0,-82.1187261504,26.4343849018,3951.0
7879,Southern & Dixie BP,"Robin Frank Enterprises, Inc.",4000 S. Dixie Hwy,West Palm Beach,FL,33405.0,southern & dixie bp,33405,4000,0.0,-80.0546345066,26.675719,4000.0
7880,Walgreen's,Walgreens,289 Federal Highway,Deerfield Beach,FL,33441.0,walgreens,33441,289,2.0,-80.0909254436,26.3214325196,289.0
7881,Bobby Doggs,Bobby Doggs,3000 W. Copans Rd,Pompano Beach,FL,33069.0,bobby doggs,33069,3000,6.0,-80.1564253779,26.2602652387,2579.0
7882,First Coast Rainguard Home Center,"Guthmiller and Associates, Inc.",4042 Hartley Road,Jacksonville,FL,32257.0,first coast rainguard home center,32257,4042,0.0,-81.6105790182,30.1840433327,4042.0
7883,Monty's Seafood,"RMI, LLC",2550 S. Bayshore Dr,Miami,FL,33133.0,montys seafood,33133,2550,0.0,-80.2384157654,25.7277601791,2550.0
7884,Sunoco,Cassil Investments Group Inc.,200 SW 57 Ave,Miami,FL,33144.0,sunoco,33144,200,20.0,-80.2881516651,25.7689959536,200.0
7885,Diaper Etc Factory Mall Store,"Diaper Etc's Factory outlet Stores, LLC","901 NE 10 Ave, #12B",Hialeah,FL,33010.0,diaper etc factory mall store,33010,901,22.0,-80.2614666675,25.8335054979,901.0
7886,Osceola Auto Salvage,"Alliance Enterprises of Central Florida, Inc.",4691 S. Orange Blossom Trail,Kissimmee,FL,34746.0,osceola auto salvage,34746,4691,14.0,-81.455657878,28.2572697844,4373.0
7887,Flynn Chiropractic Health Center,Flynn Chiropractic Health Center,3810 S. Florida Ave.,Lakeland,FL,33803.0,flynn chiropractic health center,33803,3810,8.0,-81.9569977853,28.0274749912,1348.0
7888,Plaza Lincoln-Mercury,"Plaza Lincoln-Mercury, Inc.",8925 Highway 441,Leesburg,FL,34788.0,plaza lincoln-mercury,34788,8925,15.0,-81.8094360052,28.8301404735,8925.0
7889,Grove Park Subway,Grove Park Subway,1509 98 South,Lakeland,FL,33801.0,grove park subway,33801,1509,0.0,-81.9284209003,28.026996501,1509.0
7890,"Ramos, Roberto FLC",Roberto Ramos Harvesting,111 Sun n Lake Blvd.,Lake Placid,FL,33852.0,ramos roberto flc,33852,111,10.0,-81.3294803412,27.2352945012,111.0
7891,C & S Landscaping Service,"C & S Landscaping & Lawn Service, Inc.",3940 Upper Creek Circle,Sun City Center,FL,33573.0,c & s landscaping service,33573,3940,10.0,-82.3671879444,27.7164983871,3940.0
7892,Freedom Lawn Service,Freedom Lawn Service,9522 W. Flora Street,Tampa,FL,33615.0,freedom lawn service,33615,9522,15.0,-82.5940787574,28.0129148699,9522.0
7893,Landscape & Horticulture Services,"Landscape & Horticulture Services, Inc.",4726 W. Tambay Avenue,Tampa,FL,33611.0,landscape & horticulture services,33611,4726,0.0,-82.5241424029,27.9046476414,4726.0
7894,"Central Florida Landscaping, Inc. of Tampa","Central Florida Landscaping, Inc.",6109 Orient Road,Tampa,FL,33610.0,central florida landscaping inc of tampa,33610,6109,17.0,-82.3730065147,28.0033677357,6109.0
7895,"Flo-Trim Landscape Maintenance, Inc.","Flo-Trim Landscape Maintenance, Inc",308 N Bradford,Tampa,FL,33609.0,flo-trim landscape maintenance inc,33609,308,15.0,-82.4964815213,27.9473264511,308.0
7896,A & G Plant Nursery,A & G Plant Nursery Inc,16532 Hutchinson Rd.,Odessa,FL,33556.0,a & g plant nursery,33556,16532,59.0,-82.6100591628,28.1068907585,11312.0
7897,Hughes Nursery,"Hughes Nursery, Inc.",1331 Gunn Highway,Odessa,FL,33556.0,hughes nursery,33556,1331,2.0,-82.5920885109,28.177935427,1196.0
7898,Bay Area Landscape & Lawn,Bay Area Landscape & Lawn,3315 Kinard Lane,Holiday,FL,34691.0,bay area landscape & lawn,34691,3315,11.0,-82.7485512375,28.2070079489,3315.0
7899,Gulf Coast Christian Preschool & Daycare,Gulf Coast Christian Fellowship of Southwest,4928 Park Meadow Lane,Fort Myers,FL,33907.0,gulf coast christian preschool & daycare,33907,4928,9.0,-81.8745511971,26.566920883,4928.0
7900,Florida Gardens and Landscaping,"Land Design Services, Inc.",1501 Skipper Road,Tampa,FL,33613.0,florida gardens and landscaping,33613,1501,10.0,-82.4436255812,28.0803757513,1501.0
7901,Signature Lawn & Landscape,"Signature Lawn Service, Inc.",837 Padgett,Sarasota,FL,34237.0,signature lawn & landscape,34237,837,15.0,-82.5021381896,27.327365856,837.0
7902,"Luke Brothers, Inc.","Luke Brothers, Inc.",5532 Auld Lane,Holiday,FL,34690.0,luke brothers inc,34690,5532,6.0,-82.7226206558,28.2024769734,5532.0
7903,"Island Lawn Services, Inc.","Island Lawn Services, Inc.","1299 Starkey Road, # 305",Largo,FL,33771.0,island lawn services inc,33771,1299,0.0,-82.7623274183,27.9074365914,1299.0
7904,The Bakeman Bakery,"Bakeman Bakeries, Inc.",103 NW 43rd St,Boca Raton,FL,33431.0,the bakeman bakery,33431,103,0.0,-80.0828594223,26.3885567411,103.0
7905,Tax Collectors Office,Jacksonville Tax Collector,231 E Forsyth Street,Jacksonville,FL,32202.0,tax collectors office,32202,231,0.0,-81.6549497588,30.3264796622,231.0
7906,Kid's World Academy,Kid's World Academy,1849 Capital Medical Ct.,Tallahassee,FL,32308.0,kids world academy,32308,1849,0.0,-84.2282599723,30.4756791157,1849.0
7907,Caribbean Meat Market,"Los Compadres Grocery Store, Inc.",530 E. Gateway Blvd,Boynton Beach,FL,33435.0,caribbean meat market,33435,530,2.0,-80.0581594758,26.5490342182,530.0
7908,La Mexicana,"C & M of LaBelle, Inc.",5995 State Rd 29 S,LaBelle,FL,33935.0,la mexicana,33935,5995,42.0,-81.4371156826,26.703292966,5995.0
7909,Aziz Food Store Discount & Beauty Supply,"Aziz Food Store Discount & Beauty Supply, Inc",41 East Acre Drive,Fort Lauderdale,FL,33317.0,aziz food store discount & beauty supply,33317,41,13.0,-80.2196895985,26.1214639167,41.0
7910,Celebrity Cheesecakes,"Celebrity Cheesecakes, LLC",6555 Nova Drive,Davie,FL,33317.0,celebrity cheesecakes,33317,6555,0.0,-80.2361177475,26.0876024226,6555.0
7911,Continental Supermarket,Continental Supermarket,301 W. Sunrise Blvd,Fort Lauderdale,FL,33311.0,continental supermarket,33311,301,0.0,-80.147060461,26.1367742347,301.0
7912,Boca Oriental Market,Boca Oriental Market,2431 N. Federal Highway,Boca Raton,FL,33431.0,boca oriental market,33431,2431,0.0,-80.0766127859,26.3725713329,2431.0
7913,Mr. Special Supermarket,"L.A. Traders, Inc.",12010 N. Miami Ave,Miami,FL,33168.0,mr special supermarket,33168,12010,11.0,-80.1986587636,25.8874204825,12100.0
7914,"BABY BAKERY, INC.",JM BAKERY CORPORATION,4809 NW 167th St,Miami,FL,33055.0,baby bakery inc,33055,4809,13.0,-80.2736220496,25.9257065027,4699.0
7915,Bravo Supermarket,18030 Food Corp. Inc.,18030 NW 27th Avenue,Opa Locka,FL,33056.0,bravo supermarket,33056,18030,11.0,-80.2453138656,25.9388944186,18030.0
7916,Manhattan Bakery,"Sobe Fashions, Inc.",18240 Collins Ave,North Miami Beach,FL,33160.0,manhattan bakery,33160,18240,10.0,-80.1212038004,25.9444435752,18240.0
7917,El Jardin Bakery #2,"El Jardin Bakery II, Inc.",6905 W. 12th Ave,Hialeah,FL,33014.0,el jardin bakery #2,33014,6905,0.0,-80.3075543616,25.8857435452,6905.0
7918,D/B/A Camaguey Supermarket,"Rima Market, Inc.",1390 East 4 Avenue,Hialeah,FL,33010.0,d/b/a camaguey supermarket,33010,1390,20.0,-80.2738729694,25.8346423098,1390.0
7919,Brandsmart USA,"Brandsmart USA, Inc.",3200 SW 42 St,Hollywood,FL,33312.0,brandsmart usa,33312,3200,20.0,-80.1837360272,26.0697347368,3200.0
7920,Wiltshire Cleaners,Superior Leisure U.S. Inc.,2017 Monroe Street,Fort Myers,FL,33901.0,wiltshire cleaners,33901,2017,0.0,-81.8692979532,26.6402191795,2017.0
7921,One Price Dry Cleaning,"Malik Traders, Inc.",12001 S. Cleveland Avenue #5,Fort Myers,FL,33907.0,one price dry cleaning,33907,12001,13.0,-81.8721930435,26.5671859981,12000.0
7922,"Raul Anzualda, FLC",Raul Anzualda,171D East Cracker Swamp Road,East Palatka,FL,32131.0,raul anzualda flc,32131,171D East Cracker Swamp Road,0.0,-81.5890331802,29.6658682688,171.0
7923,Admiral Lehigh Golf Resort,Admiral Lehigh Resort Limited Partnership,225 East Joel Blvd.,Lehigh Acres,FL,33972.0,admiral lehigh golf resort,33972,225,4.0,-81.6066186869,26.6072115909,200.0
7924,"Ruiz, Juan FLC",Juan M Ruiz Harvesting.,111 Sun n Lake Blvd.,Lake Placid,FL,33852.0,ruiz juan flc,33852,111,10.0,-81.3294803412,27.2352945012,111.0
7925,Ridge Harvesting,"Ridge Harvesting, Inc.",722 U.S. Highway 27 S.,Lake Placid,FL,33852.0,ridge harvesting,33852,722,15.0,-81.3589453287,27.311798452,722.0
7926,Kahn Grove Service Co.,Kahn Grove Service Co.,220 S. Commerce,Sebring,FL,33870.0,kahn grove service co,33870,220,15.0,-81.4394923618,27.4945416983,220.0
7927,"Ferntrust, Inc.","FernTrust, Inc.",2184 U.S. Highway 17 North,Seville,FL,32190.0,ferntrust inc,32190,2184,17.0,-81.4986794911,29.3384975471,2184.0
7928,"Vicky Bakery III, Inc.","Vicky Bakery III, Inc.",445 E. 49th Street,Hialeah,FL,33010.0,vicky bakery iii inc,33010,445,1.0,-80.2737599682,25.8672644198,445.0
7929,Blue Sky Farms,Danny Johns,4805 County Rd. 13 S,Elkton,FL,32033.0,blue sky farms,32033,4805,31.0,-81.4757364139,29.7581076186,4805.0
7930,Baylor Farms & Ranch,Baylor Farm & Ranch,1860 W. County Road 2006,Bunnell,FL,32110.0,baylor farms & ranch,32110,1860,29.0,-81.4014915052,29.4235302524,1860.0
7931,Sam Bertha Farms,Sam Bertha Farms,50 Bertha Road,Bunnell,FL,32110.0,sam bertha farms,32110,50,0.0,-81.3888068484,29.4837159651,50.0
7932,Willie L. Simmons Sr.,"Willie Lee Simmons, Sr.",116 Greenville Road,Pomona Park,FL,32181.0,willie l simmons sr,32181,116,5.0,-81.6040776291,29.5089361872,122.0
7933,Peninsular Lumber Company,"Peninsular L.D. & B. Supply, Inc.",4812 N. Grady Ave.,Tampa,FL,33614.0,peninsular lumber company,33614,4812,0.0,-82.5095651489,27.9890888448,4812.0
7934,Robert's Hardwood Lumber,"Roberts Hardwood Lumber, Inc.",719 Cattlemen Rd.,Sarasota,FL,34243.0,roberts hardwood lumber,34243,719,2.0,-82.4493658075,27.3294509293,719.0
7935,University of Miami,University of Miami,"1252 Memorial Drive, Ashe Bldg., Rm 230",Coral Gables,FL,33146.0,university of miami,33146,1252,11.0,-81.4939533146,27.5874261331,1252.0
7936,Bee Ridge Florist,"Bee Ridge Florist Enterprises, Inc.",4461 Bee Ridge Road,Sarasota,FL,34233.0,bee ridge florist,34233,4461,8.0,-82.4796420867,27.2988282942,4461.0
7937,Stepping Stones Preschool,"Coastal Enterprise Group, Inc.",11085 Hearth Rd.,Spring Hill,FL,34608.0,stepping stones preschool,34608,11085,0.0,-82.5421463249,28.4948302894,11085.0
7938,"Jen-Sar Produce, Inc.","Jen-Sar Produce, Inc.",5300 County Road 305,Elkton,FL,32033.0,jen-sar produce inc,32033,5300,31.0,-81.4426527423,29.7917052341,5300.0
7939,"Donley Citrus, Inc.","Donley Citrus, Inc.",2235 Crump Road,Winter Haven,FL,33881.0,donley citrus inc,33881,2235,0.0,-81.6611119407,28.030771358,2235.0
7940,Lime Fresh Mexican Grill,Blue Water Investment Corp.,1439 Alton Road,Miami Beach,FL,33139.0,lime fresh mexican grill,33139,1439,0.0,-80.1409810449,25.7861004404,1439.0
7941,State of Florida - D.C.F,State of Florida - DCF,"1150 SW 1 St, Room 102",Miami,FL,33131.0,state of florida - dcf,33131,1150,14.0,-80.1918654661,25.7621390655,1150.0
7942,Dunkin Donuts,"J & J Retail Donuts, Inc.",2360 West 68 Street  #101,Hialeah,FL,33016.0,dunkin donuts,33016,2360,20.0,-80.3307306059,25.8840447059,2360.0
7943,Dockside Restaurant & Marina,Dockside Restaurant & Marina Inc.,820 Moody Lane,Flagler Beach,FL,32136.0,dockside restaurant & marina,32136,820,0.0,-81.1344058013,29.478793084,820.0
7944,Computer Buyer's Warehouse,"Inter-Globe Distribution, Inc.",6835 14th St. W,Bradenton,FL,34207.0,computer buyers warehouse,34207,6835,12.0,-82.5754182302,27.4195842376,6835.0
7945,"JNP, Inc.","John N. Puder, Inc.",1315 E. Michigan St.,Orlando,FL,32806.0,jnp inc,32806,1315,6.0,-81.3582088997,28.5132302579,1701.0
7946,Carmines Pizza,Ibanes Melo,10165 University Blvd.,Orlando,FL,32817.0,carmines pizza,32817,10165,12.0,-81.2751845767,28.5994303539,8283.0
7947,Soneco,"Soneco, Inc.",1404 Lake Drive,Cocoa,FL,32922.0,soneco,32922,1404,5.0,-80.7509123995,28.3590921882,1404.0
7948,"Dune Erosion Control, Inc.","Dune Erosion Control, Inc.",102 Columbia Dr.,Cocoa,FL,32922.0,dune erosion control inc,32922,102,13.0,-80.6076672806,28.3910336717,102.0
7949,Del-Aire Motel,Unison Inc.,744 North Atlantic Ave,Daytona Beach,FL,32118.0,del-aire motel,32118,744,0.0,-81.0135432374,29.2380213581,744.0
7950,"Thomas Alexander, FLC","Thomas Alexander, Inc.",28-A Uniondale Place,Palm Coast,FL,32164.0,thomas alexander flc,32164,28-A,0.0,-81.176038988,29.4461047218,28.0
7951,Sabal Supermarket,"Miami Grocers, Inc",5299 NE 2nd Ave,Miami,FL,33137.0,sabal supermarket,33137,5299,0.0,-80.1917473611,25.8247135692,5299.0
7952,"Specialized Transport of Tampa Bay, Inc.","Specialized Transport of Tampa Bay, Inc.",5614 E. Powhatan,Tampa,FL,33610.0,specialized transport of tampa bay inc,33610,5614,15.0,-82.3930263674,27.999373174,5614.0
7953,Kent Security Services,"Kent Security Services, Inc.",14600 Biscayne Boulevard,Miami,FL,33181.0,kent security services,33181,14600,11.0,-80.1605591326,25.9002463462,13698.0
7954,Cape Coral Excavating,"Cape Coral Excavating, Inc.",1129 SE 12th St,Cape Coral,FL,33990.0,cape coral excavating,33990,1129,6.0,-81.9472050227,26.6305269331,1301.0
7955,"Mary Alexander, HP",Mary Alexander,7 Farragut Drive,Palm Coast,FL,32137.0,mary alexander hp,32137,7,0.0,-81.2101304721,29.5659002506,7.0
7956,"Johnny Kemp, FLC","Johnny Kemp, FLC",308 Belmont Drive,Palatka,FL,32177.0,johnny kemp flc,32177,308,8.0,-81.6512717201,29.6242169637,110.0
7957,Primrose Schools of Lutz and Westchase,"Ecole II, Inc. & Ecole",5001 W. Lutz Lake Fern Road,Lutz,FL,33558.0,primrose schools of lutz and westchase,33558,5001,11.0,-82.5164889089,28.155150619,5101.0
7958,Heaven Sent Day Care,Heaven Sent Day Care of Brandon Inc.,3003 S. Kings Ave.,Brandon,FL,33511.0,heaven sent day care,33511,3003,2.0,-82.2940681639,27.9012454285,3000.0
7959,Bloomingdale Primary Prep,Bloomingdale Primary Prep Inc.,3721 Canoga Park Drive,Brandon,FL,33511.0,bloomingdale primary prep,33511,3721,9.0,-82.2725478802,27.88716348,3721.0
7960,"Kinder Kountry, Inc.",Gomez Tavera Services,12550 Sydney Road,Dover,FL,33527.0,kinder kountry inc,33527,12550,9.0,-82.2074864809,27.9953461998,3398.0
7961,R.C.M.A. Dover Migrant Head Start,Redlands Christian Migrant Association,3238 San Jose Mission Drive,Dover,FL,33527.0,rcma dover migrant head start,33527,3238,0.0,-82.2335304688,27.9944836203,3238.0
7962,Preschool Academy I,Preschool Academy I,6130 Florence Ave.,Gibsonton,FL,33534.0,preschool academy i,33534,6130,15.0,-82.3830270965,27.8300771342,6130.0
7963,Countryside Montessori Academy,"Countryside Montessori Academy, Inc.",16720 Tobacco Road,Lutz,FL,33549.0,countryside montessori academy,33549,16720,13.0,-82.5432043136,28.1261096292,16910.0
7964,"Early Bird Child Care Services, Inc.","Earlybird Child-Care Services, Inc.",16218 Muirfield Drive,Odessa,FL,33556.0,early bird child care services inc,33556,16218,7.0,-82.6337594828,28.1053904389,16218.0
7965,Tutor Time Learning Centers,"P. and P. & Panda Hugs Learning Centers, Inc.",8643 Gunn Hwy,Odessa,FL,33556.0,tutor time learning centers,33556,8643,9.0,-82.5788374299,28.0926087214,8643.0
7966,Little Munchkins Learning Center,Little Munchkins Learning Center,702 S. Evers Street,Plant City,FL,33563.0,little munchkins learning center,33563,702,0.0,-82.1233105075,28.0091532539,702.0
7967,Bloomingdale Academy,Tiny Citizens Day Care Inc,11418 Bloomingdale Ave.,Riverview,FL,33569.0,bloomingdale academy,33569,11418,2.0,-82.3097901506,27.8935161751,11401.0
7968,"It's Kidz Time of Riverview, Inc.","It's Kidz Time of Riverview, Inc.",11329 Big Bend Road,Riverview,FL,33569.0,its kidz time of riverview inc,33569,11329,0.0,-82.3179803784,27.7920266406,11329.0
7969,Ruskin U/M Church Day Care Center,Ruskin United Methodist Church Day Care Cntr,105 NW 4th Ave.,Ruskin,FL,33570.0,ruskin u/m church day care center,33570,105,8.0,-82.4330179932,27.7158592497,105.0
7970,"Younger Years Learning Center, Inc.","Younger Years Learning Center, Inc.",1905 Lenna Ave.,Seffner,FL,33584.0,younger years learning center inc,33584,1905,7.0,-82.2756756673,27.9797274285,1905.0
7971,Mango head Start/EHS,Board of Cty/Commissioner Head Start/Early HS,11210 E. Broadway Ave.,Seffner,FL,33584.0,mango head start/ehs,33584,11210,6.0,-82.3103362943,27.9770393364,11210.0
7972,3 Letters Child Day Care,Kinu Corporation,6710 N. Armenia Ave.,Tampa,FL,33604.0,3 letters child day care,33604,6710,0.0,-82.4844868278,28.007914392,6710.0
7973,Child Life Preschool,"Childlife, Inc.",13140 Lynn Road,Tampa,FL,33625.0,child life preschool,33625,13140,8.0,-82.5417675843,28.0677874914,13140.0
7974,A Today's Child,A Today's Child,12226 N. 56th Street,Temple Terrace,FL,33617.0,a todays child,33617,12226,0.0,-82.3938316697,28.0591703375,12226.0
7975,Montessori Academy of Temple Terrace,"Montessori Academy of Temple Terrace, Inc.",5804 Gibson Ave.,Temple Terrace,FL,33617.0,montessori academy of temple terrace,33617,5804,5.0,-82.3929322276,28.063765252,5606.0
7976,Learn & Grow Pre-School Corp.,Learn & Grow Pre-School Corp.,2501 Durant Road,Valrico,FL,33594.0,learn & grow pre-school corp,33594,2501,2.0,-82.2415858863,27.9103332913,2404.0
7977,Lake Carroll Baptist Learning Center,Lake Carroll Baptist Learning Center,12012 N Rome Ave.,Tampa,FL,33612.0,lake carroll baptist learning center,33612,12012,5.0,-82.4759587258,28.0520916545,11498.0
7978,Child Abuse Council - 78th Street Station,Child Abuse Council,3108 West Azeele Street,Tampa,FL,33609.0,child abuse council - 78th street station,33609,3108,0.0,-82.4941523363,27.9410561514,3108.0
7979,Maggie's Small World,Quality Small World,3115 W. Lambright St.,Tampa,FL,33614.0,maggies small world,33614,3115,13.0,-82.493977219,28.007181528,3115.0
7980,Mexico Market,"MJexico Market, Inc.",407 Park Place,Homestead,FL,33030.0,mexico market,33030,407,0.0,-80.475475332,25.4737987095,407.0
7981,Auntie Anne's,"Symmes Enterprises, Inc.","1860 Tamiami Trail N, Space FC-11",Naples,FL,34102.0,auntie annes,34102,1860,0.0,-81.7992243689,26.1686723491,1860.0
7982,Sunway Restaurant Corporation,Sunway Restaurant Corportation,114 E. Bloomingdale ave.,Brandon,FL,33511.0,sunway restaurant corporation,33511,114,0.0,-82.2851369391,27.8937337422,114.0
7983,Dr. Mirtha Amador DDS,MIRTHA AMADOR D.M.D. P.A.,258 Andalusia Ave,Coral Gables,FL,33134.0,dr mirtha amador dds,33134,258,0.0,-80.2598380633,25.7485042929,258.0
7984,Wackenhut Corporation,Wackenhut Corporation,3974 Woodcock Drive Suite 100,Jacksonville,FL,32207.0,wackenhut corporation,32207,3974,0.0,-81.6199240471,30.3019959525,3974.0
7985,Margate Marathon,"Urbieta Oil, Inc.",804 N. State Road 7,Margate,FL,33063.0,margate marathon,33063,804,62.0,-80.2022950525,26.297552904,5502.0
7986,Holiday Bakery,Goar Corporation,5931 W. 16th Avenue,Hialeah,FL,33012.0,holiday bakery,33012,5931,0.0,-80.3151489765,25.8764036432,5931.0
7987,Whistle Junction,Eaco Corporation,5350 International Drive,Orlando,FL,32819.0,whistle junction,32819,5350,0.0,-81.4509922342,28.4627942055,5350.0
7988,Dunson Harvesting,"Dunson Harvesting, Inc.",400 Eagle Lake Loop Road,Winter Haven,FL,33882.0,dunson harvesting,33882,400,14.0,-81.7405060572,27.9712596829,331.0
7989,Edge Information Management,"Edge Information Management, Inc.",100 Rialto Pl. Suite 800,Melbourne,FL,32901.0,edge information management,32901,100,0.0,-80.6238428711,28.089994777,100.0
7990,"Troy King, Pediatric Dentist","Troy L. King, D.D.S. PA",1000 Executive Drive,Oviedo,FL,32765.0,troy king pediatric dentist,32765,1000,0.0,-81.2230073989,28.6651903507,1000.0
